source_path,absolute_path,sha256,format,role,words_approx,leading_topics,claim_labels,planned_volume,planned_section,coverage_status,citation_status,technical_review_status,notes
MONOGRAPH/02 TECHNICAL PAPERS/04 The Realisation and Self-Description Principle.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\04 The Realisation and Self-Description Principle.pdf,7eea3cb72b9f4fab0b7301d5192e21536fe64ca6c1812108884ce4a20491ed89,.pdf,manuscript,3318,personal_relativity; reproducibility; logical_action; cosmology; geometry_gravity; least_action_field,DERIVED:1; ESTABLISHED:4; CONDITIONAL:3; PROPOSED:1; PREDICTION:1; RESULT:2,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/05 The Snowflake Realisation Closure Theorem.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\05 The Snowflake Realisation Closure Theorem.docx,d03f9de393c8c2bfb6a40261203053d3cb6c6bea52a33f8286c97e468ad12226,.docx,manuscript,4081,personal_relativity; least_action_field; geometry_gravity; cosmology; reproducibility; traversal_history,PROVED:1; DERIVED:3; CONDITIONAL:2; RESULT:4,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/05 The Snowflake Realisation Closure Theorem.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\05 The Snowflake Realisation Closure Theorem.pdf,65c3f2cefd954d00fc79d7161943972bb348a3143e8f865d3ad5654b0f52722e,.pdf,manuscript,5244,personal_relativity; least_action_field; geometry_gravity; cosmology; reproducibility; traversal_history,PROVED:1; DERIVED:3; CONDITIONAL:2; RESULT:4,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/08 Research Notes — The Self-Dual Carrier and the Silver Interface.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\08 Research Notes — The Self-Dual Carrier and the Silver Interface.docx,2558ac874ef6d9d1d36eee50653d28fa3fdd242348f89039c0241182a4d97743,.docx,manuscript,1993,reproducibility; personal_relativity; least_action_field; logical_action; geometry_gravity; helical_multiplication,DERIVED:3; CONDITIONAL:4; PREDICTION:1; RESULT:3,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/08 Research Notes — The Self-Dual Carrier and the Silver Interface.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\08 Research Notes — The Self-Dual Carrier and the Silver Interface.pdf,9a0f4913112818c8cdc1f01afb0ccd144d6d72b08ab248fb3df6d6bdbb3c896b,.pdf,manuscript,2315,reproducibility; personal_relativity; least_action_field; logical_action; geometry_gravity; helical_multiplication,DERIVED:3; CONDITIONAL:4; PREDICTION:1; RESULT:2,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/09 Interpretations — The Golden Skeleton of E8.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\09 Interpretations — The Golden Skeleton of E8.docx,304a50cd7ce06a03aff7df9a77cf802b0715d63fa5ef0d527c0274e8b1aa3bfc,.docx,manuscript,1652,personal_relativity; least_action_field; reproducibility; foundational_partition; geometry_gravity; logical_action,DERIVED:2; CONDITIONAL:1; PROPOSED:1; RESULT:2; FAILED:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/09 Interpretations — The Golden Skeleton of E8.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\09 Interpretations — The Golden Skeleton of E8.pdf,de520f6f8af2a3ec3b09434aded31f02954adcdff958a2ce415ea6522e6bbdab,.pdf,manuscript,1955,personal_relativity; least_action_field; reproducibility; foundational_partition; geometry_gravity; logical_action,DERIVED:2; CONDITIONAL:1; PROPOSED:1; RESULT:2; FAILED:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/10 The Interface Work Integral — Settling the Root Three.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\10 The Interface Work Integral — Settling the Root Three.docx,bc205825529e4f47f292cee4eab594a01083b3cc23c3604b24a70b6941994a5c,.docx,manuscript,1671,personal_relativity; geometry_gravity; reproducibility; logical_action; cosmology; foundational_partition,PROVED:1; ESTABLISHED:2; CONDITIONAL:4; RESULT:2,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/10 The Interface Work Integral — Settling the Root Three.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\10 The Interface Work Integral — Settling the Root Three.pdf,9e89058a3ec21cac54d3ac96756b5f9c1f9f62a5161f08e7dc8ac65417c51946,.pdf,manuscript,2013,personal_relativity; geometry_gravity; reproducibility; cosmology; foundational_partition; least_action_field,PROVED:1; ESTABLISHED:2; CONDITIONAL:3; RESULT:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/11 End-to-End Interface Closure — The Theorem Queue.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\11 End-to-End Interface Closure — The Theorem Queue.docx,3f69cacf44e55e4d02e2fa06626a84c423717c918ea41de81fac472377da7232,.docx,manuscript,4163,personal_relativity; cosmology; reproducibility; least_action_field; logical_action; geometry_gravity,PROVED:23; DERIVED:2; ESTABLISHED:3; CONDITIONAL:1; PREDICTION:2; RESULT:4; OPEN:3,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/11 End-to-End Interface Closure — The Theorem Queue.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\11 End-to-End Interface Closure — The Theorem Queue.pdf,39296288ab216f1365390c1b9358bc27698ec4bd991d2933aeb2a20e9327212f,.pdf,manuscript,4912,personal_relativity; cosmology; reproducibility; least_action_field; logical_action; geometry_gravity,PROVED:23; DERIVED:2; ESTABLISHED:3; CONDITIONAL:1; PREDICTION:2; RESULT:4; OPEN:3,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/12 Theorem Queue Proof Ledger.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\12 Theorem Queue Proof Ledger.docx,3743ffa544acca6169145d6d1121f905e552a34dd52ffce0eeb953538cc57893,.docx,manuscript,810,personal_relativity; cosmology; reproducibility; colour_field; least_action_field; foundational_partition,PROVED:6; DERIVED:1; ESTABLISHED:1; PREDICTION:1; RESULT:1; OPEN:1; FAILED:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/12 Theorem Queue Proof Ledger.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\12 Theorem Queue Proof Ledger.pdf,7dbf50066ba541ee573c5ce72abea2fe4611a6269b1ad762f8cfe62d65768a91,.pdf,manuscript,919,personal_relativity; cosmology; reproducibility; colour_field; least_action_field; foundational_partition,PROVED:6; DERIVED:1; ESTABLISHED:1; PREDICTION:1; RESULT:1; OPEN:1; FAILED:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/13 The Logic of Physical Action (issued as Monograph II).docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\13 The Logic of Physical Action (issued as Monograph II).docx,73a67259e18d06c78fa55bf4e2ecd41759949feed8a5fb6b1fd654dc584027bb,.docx,manuscript,17740,logical_action; personal_relativity; geometry_gravity; traversal_history; reproducibility; foundational_partition,DERIVED:3; ESTABLISHED:9; CONDITIONAL:8; PROPOSED:6; RESULT:24; OPEN:6; LIMIT:4; FAILED:1,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/13 The Logic of Physical Action (issued as Monograph II).pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\13 The Logic of Physical Action (issued as Monograph II).pdf,dde68f7a96e0bdf769d229438888f25c3cc5ca97bd0b9367e687207d7afec423,.pdf,manuscript,18923,logical_action; personal_relativity; geometry_gravity; traversal_history; reproducibility; foundational_partition,DERIVED:3; ESTABLISHED:9; CONDITIONAL:8; PROPOSED:6; RESULT:24; OPEN:6; LIMIT:4; FAILED:1,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/14 Before the Form — Spencer-Brown and Traversal.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\14 Before the Form — Spencer-Brown and Traversal.docx,cd82c0c1b1deeedda89e3a28577799f3a85058fb6aadadce089b5dbc8285e3a8,.docx,manuscript,1802,logical_action; traversal_history; personal_relativity; reproducibility,ESTABLISHED:4; RESULT:1; OPEN:1; FAILED:1,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/14 Before the Form — Spencer-Brown and Traversal.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\14 Before the Form — Spencer-Brown and Traversal.pdf,c9fa7113eb59e2278af608e9d33ae4cae0a2d04aa8c70a8cafcfa0449d0c70c4,.pdf,manuscript,1818,logical_action; traversal_history; personal_relativity; reproducibility,ESTABLISHED:4; RESULT:1; OPEN:1; FAILED:1,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/15 Bounded Possibility.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\15 Bounded Possibility.docx,48299c509c82860a92a2be9008d833b7512412d2e5975b167dec2e70360a11f0,.docx,manuscript,2681,traversal_history; logical_action; personal_relativity; reproducibility,ESTABLISHED:5; PROPOSED:4; OPEN:13,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/15 Bounded Possibility.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\15 Bounded Possibility.pdf,79699b231ae20dde83d6ae4fd05715d92d3e626fce5dc9b657f7db62a12253c0,.pdf,manuscript,2687,traversal_history; logical_action; personal_relativity; reproducibility,ESTABLISHED:5; PROPOSED:4; OPEN:13,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/16 Principles of Observation and Mechanical Observation.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\16 Principles of Observation and Mechanical Observation.docx,fe30a24ff1e4b5a25d0ed8f5f729461d9c16971cae4ff10ccb25d8c2fdaf450f,.docx,manuscript,3601,personal_relativity; logical_action; reproducibility; geometry_gravity,CONDITIONAL:6; PROPOSED:3; RESULT:4,I; III,Observation and mechanical readout,mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/16 Principles of Observation and Mechanical Observation.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\16 Principles of Observation and Mechanical Observation.pdf,5c8c2d2a61f26451b9725ab2041dccf8c6a7afe520216bc2e95c56eb1946314e,.pdf,manuscript,3665,personal_relativity; logical_action; reproducibility; geometry_gravity,CONDITIONAL:6; PROPOSED:3; RESULT:4,I; III,Observation and mechanical readout,mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/17 Field Assembly and Lossless Transcription.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\17 Field Assembly and Lossless Transcription.docx,d5748ff4b67fbfdc0545f4fad66fcd24852686eda19e187c66389c7af62834c1,.docx,manuscript,5670,logical_action; reproducibility; personal_relativity; colour_field; geometry_gravity; traversal_history,PROVED:9; CONDITIONAL:1; PROPOSED:10; PREDICTION:2; RESULT:5; OPEN:3; FAILED:1,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/17 Field Assembly and Lossless Transcription.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\17 Field Assembly and Lossless Transcription.pdf,69a44f277d9930f15499fbd1c98e2aae802784eade11d505ff6edf5fce474c5a,.pdf,manuscript,6277,logical_action; reproducibility; personal_relativity; colour_field; geometry_gravity; traversal_history,PROVED:9; CONDITIONAL:1; PROPOSED:10; PREDICTION:2; RESULT:6; OPEN:3; FAILED:1,I,"Logical action, systemhood, and lossless transcription",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/18 The Quantised Crossing and the Closure of the Open Ledger.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\18 The Quantised Crossing and the Closure of the Open Ledger.docx,0df516ae99936324219680c53b607bf446ebfd58501f63072bba66eb1366d6b8,.docx,manuscript,2625,personal_relativity; logical_action; reproducibility; colour_field; traversal_history; cosmology,PROVED:10; DERIVED:1; ESTABLISHED:4; CONDITIONAL:2; PROPOSED:5; RESULT:2; OPEN:12; DISSOLVED:3; FAILED:1,III,"Quantised crossing, records, and closing ledger",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/18 The Quantised Crossing and the Closure of the Open Ledger.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\18 The Quantised Crossing and the Closure of the Open Ledger.pdf,9375055578d2db98829e9471b6bd9607c57af4ef4816a48609f76cc9066701ee,.pdf,manuscript,2742,personal_relativity; logical_action; reproducibility; colour_field; traversal_history; cosmology,PROVED:10; DERIVED:1; ESTABLISHED:4; CONDITIONAL:2; PROPOSED:5; RESULT:2; OPEN:12; DISSOLVED:3; FAILED:1,III,"Quantised crossing, records, and closing ledger",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/19 The Closing Ledger.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\19 The Closing Ledger.docx,abce6c244498ce90a1e14efa8e087644d86dab8986803feaf1d5c167b8c3683e,.docx,manuscript,2566,personal_relativity; reproducibility; logical_action; cosmology; geometry_gravity; traversal_history,PROVED:7; ESTABLISHED:2; CONDITIONAL:1; PROPOSED:4; PREDICTION:1; OPEN:9; DISSOLVED:7; REFUTED:1,III,"Quantised crossing, records, and closing ledger",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/19 The Closing Ledger.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\19 The Closing Ledger.pdf,d94af56fa81b98625bce1b219087b2445134b1b44abf9ae4cb3e909ddcee461a,.pdf,manuscript,2686,personal_relativity; reproducibility; logical_action; cosmology; geometry_gravity; traversal_history,PROVED:7; ESTABLISHED:2; CONDITIONAL:1; PROPOSED:4; PREDICTION:1; OPEN:9; DISSOLVED:7; REFUTED:1,III,"Quantised crossing, records, and closing ledger",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/20 The Forward Closure.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\20 The Forward Closure.docx,987205b7043d27c0673b877367e26a2a2929c8141709947acaa1a8c8bd348ef7,.docx,manuscript,6185,geometry_gravity; reproducibility; traversal_history; logical_action; foundational_partition; personal_relativity,PROVED:16; DERIVED:7; ESTABLISHED:2; CONDITIONAL:9; PROPOSED:7; PREDICTION:1; RESULT:8; OPEN:23; DISSOLVED:4,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/20 The Forward Closure.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\20 The Forward Closure.pdf,9c24c95a4ed78642fd8f4d7e7e3cc3052084ffedd4707938c1c90d779aa19190,.pdf,manuscript,6330,geometry_gravity; reproducibility; logical_action; traversal_history; foundational_partition; personal_relativity,PROVED:16; DERIVED:7; ESTABLISHED:2; CONDITIONAL:9; PROPOSED:7; PREDICTION:1; RESULT:8; OPEN:23; DISSOLVED:4,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/21 The Rank-Three Decay.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\21 The Rank-Three Decay.docx,c287003bce21147c1ac98e13ece3bbf17ee41c97f5cac99f1bb89c54b581c3e6,.docx,manuscript,4015,reproducibility; cosmology; personal_relativity; chiral_dynamics; matter_atomic; geometry_gravity,PROVED:15; CONDITIONAL:5; PROPOSED:3; PREDICTION:1; RESULT:14; OPEN:6,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/21 The Rank-Three Decay.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\21 The Rank-Three Decay.pdf,11dc724074c96183379af2f05052a9230fc2e3dee930592bdd081569368e68d5,.pdf,manuscript,4127,reproducibility; cosmology; personal_relativity; matter_atomic; chiral_dynamics; geometry_gravity,PROVED:15; CONDITIONAL:4; PROPOSED:3; PREDICTION:1; RESULT:14; OPEN:6,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/22 Chirality from the Arrow.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\22 Chirality from the Arrow.docx,e869d362eb3433d6206b03ea2c1b1c3bd44a2c14e1ccf9847dcc47041c97ae7d,.docx,manuscript,2822,chiral_dynamics; reproducibility; personal_relativity; traversal_history; geometry_gravity; foundational_partition,PROVED:8; CONDITIONAL:1; PROPOSED:8; RESULT:10; OPEN:4; WITHDRAWN:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/22 Chirality from the Arrow.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\22 Chirality from the Arrow.pdf,26c8ec7f66cf5ff116505d5a4a0732bc4110c00b23204b85a3ce12cffbefcaec,.pdf,manuscript,2922,chiral_dynamics; reproducibility; personal_relativity; traversal_history; geometry_gravity; foundational_partition,PROVED:8; CONDITIONAL:1; PROPOSED:8; RESULT:10; OPEN:4; WITHDRAWN:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/23 The Design Strength of the Carrier.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\23 The Design Strength of the Carrier.docx,019b4b12c7cb27e25d6394db5a0e84bd6482a805ec70274348467b4a1edd9c59,.docx,manuscript,1418,least_action_field; traversal_history; reproducibility,PROVED:1; DERIVED:1; RESULT:7; OPEN:2,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/23 The Design Strength of the Carrier.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\23 The Design Strength of the Carrier.pdf,be1812e5908ceeee90553e3b7dbf07fb5b2ecb26ee74e9dce1e52622ac97013f,.pdf,manuscript,1512,least_action_field; traversal_history; reproducibility,PROVED:1; DERIVED:1; RESULT:7; OPEN:2,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
"MONOGRAPH/02 TECHNICAL PAPERS/24 What It Now Claims, and What Would End It.docx","C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\24 What It Now Claims, and What Would End It.docx",320b76deb620e985fef6afbecd237471ee77f8a9929897962e9fde3cfda099bb,.docx,manuscript,3361,cosmology; geometry_gravity; personal_relativity; reproducibility; chiral_dynamics; foundational_partition,PROVED:6; DERIVED:2; CONDITIONAL:4; PROPOSED:3; PREDICTION:3; RESULT:6; OPEN:8; DISSOLVED:1,II; IV; V,"Capstone claims, phenomenology, and defeat conditions",mapped_provisional,unreviewed,unreviewed,
"MONOGRAPH/02 TECHNICAL PAPERS/24 What It Now Claims, and What Would End It.pdf","C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\24 What It Now Claims, and What Would End It.pdf",39c9ddd32b6b4a26a5fc8814136c1af5721dcb55356109dd6b92c31e0b3e9f22,.pdf,manuscript,3480,cosmology; geometry_gravity; personal_relativity; reproducibility; chiral_dynamics; foundational_partition,PROVED:6; DERIVED:2; CONDITIONAL:4; PROPOSED:3; PREDICTION:3; RESULT:6; OPEN:8; DISSOLVED:1,II; IV; V,"Capstone claims, phenomenology, and defeat conditions",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/25 The Matter Action.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\25 The Matter Action.docx,b562955f2ce28996a73673d25e265016e168c4ef921e3ca594b405c9c732f767,.docx,manuscript,1824,geometry_gravity; reproducibility; cosmology; personal_relativity; chiral_dynamics; foundational_partition,PROVED:1; DERIVED:2; PROPOSED:3; RESULT:1; OPEN:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/25 The Matter Action.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\25 The Matter Action.pdf,a26ecf19c617b276fefb7e48dd8a3a131e30d5d220eed5f8a99ae9794d279c01,.pdf,manuscript,1922,geometry_gravity; reproducibility; cosmology; personal_relativity; chiral_dynamics; foundational_partition,PROVED:1; DERIVED:2; PROPOSED:3; RESULT:1; OPEN:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/26 Forcing the Rest.docx,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\26 Forcing the Rest.docx,a8c5dc44bb3c925d58a94cabe505fb20e3200e742ed044f77fe73fe6c41f00c6,.docx,manuscript,1983,cosmology; geometry_gravity; personal_relativity; reproducibility; matter_atomic; foundational_partition,PROVED:4; CONDITIONAL:8; PROPOSED:2; PREDICTION:1; RESULT:8; OPEN:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/02 TECHNICAL PAPERS/26 Forcing the Rest.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\02 TECHNICAL PAPERS\26 Forcing the Rest.pdf,728098ccc0d222e56b7bf58877331eb18d60eda1a1fdd310b769910118c476c4,.pdf,manuscript,2081,cosmology; geometry_gravity; personal_relativity; reproducibility; matter_atomic; foundational_partition,PROVED:4; CONDITIONAL:8; PROPOSED:2; PREDICTION:1; RESULT:8; OPEN:1,II,"Carrier, reduction, geometry, and physical sectors",mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/03 COMPANION/Companion 1 — The Semantic Word System.pdf,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\03 COMPANION\Companion 1 — The Semantic Word System.pdf,15126a66e437433fd18d035545e1ad772a84559e5a2d3eb9029690989162a2db,.pdf,manuscript,2409,logical_action; foundational_partition; reproducibility; geometry_gravity; personal_relativity; traversal_history,CONDITIONAL:1; RESULT:2,I,Logical action and system foundations,mapped_provisional,unreviewed,unreviewed,
MONOGRAPH/03 COMPANION/Companion 2 — The Snowflake Observatory (interactive).html,C:\Users\joesh\Documents\Codex\2026-08-02\files-mentioned-by-the-user-handoff\work\unified-mechanics-monograph\03 COMPANION\Companion 2 — The Snowflake Observatory (interactive).html,a769bf38765cd6da7b621ed3a200f368192846f0c1d736eb1887b411c92543a7,.html,implementation,5622,least_action_field; matter_atomic; personal_relativity; cosmology; foundational_partition; geometry_gravity,DERIVED:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
